timestamp_unix,datetime_iso,dt,state,raw_adc,raw_throttle_input_pct,smoothed_throttle_pct,sim_current_throttle_pct,idle_target_vol,idle_current_vol,active_blip_count,idle_chan_busy,idle_is_fading,long_A_busy,long_A_sound,long_B_busy,long_B_sound,long_transitioning,sfx_chan_busy,sfx_chan_sound,sim_in_pot_gesture,sim_last_blip_time,sim_peak_thr_gesture,sim_played_accel_rec,sim_time_@100thr,sim_time_in_idle,sim_time_in_lc_range,sm_is_lc_active_overall,sm_lc_sounds_active,sm_waiting_for_lc_hold
1748480942.3258145,2025-05-28T20:09:02.326570,0.01675105094909668,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.3425677,2025-05-28T20:09:02.343384,0.016753196716308594,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.3593187,2025-05-28T20:09:02.360073,0.01675105094909668,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.3760717,2025-05-28T20:09:02.376886,0.016752958297729492,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.3928282,2025-05-28T20:09:02.393745,0.016756534576416016,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.4095955,2025-05-28T20:09:02.410593,0.016767263412475586,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.4263556,2025-05-28T20:09:02.427285,0.01676011085510254,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.4431098,2025-05-28T20:09:02.443984,0.016754150390625,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.4598618,2025-05-28T20:09:02.460676,0.016752004623413086,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.4766178,2025-05-28T20:09:02.477380,0.016756057739257812,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.4933743,2025-05-28T20:09:02.494291,0.016756534576416016,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.5101426,2025-05-28T20:09:02.511221,0.016768217086791992,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.526905,2025-05-28T20:09:02.527835,0.016762495040893555,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.5436661,2025-05-28T20:09:02.544618,0.016761064529418945,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.5604234,2025-05-28T20:09:02.561299,0.01675724983215332,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.5771806,2025-05-28T20:09:02.578042,0.01675724983215332,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.5939465,2025-05-28T20:09:02.594965,0.016765832901000977,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.6107187,2025-05-28T20:09:02.611854,0.01677227020263672,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.6274948,2025-05-28T20:09:02.628504,0.016776084899902344,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.6442695,2025-05-28T20:09:02.645349,0.016774654388427734,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.6610463,2025-05-28T20:09:02.662121,0.01677680015563965,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.677821,2025-05-28T20:09:02.678863,0.016774654388427734,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.6945999,2025-05-28T20:09:02.695783,0.016778945922851562,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.7113729,2025-05-28T20:09:02.712413,0.016772985458374023,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.7281485,2025-05-28T20:09:02.729203,0.01677560806274414,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.7449217,2025-05-28T20:09:02.746032,0.016773223876953125,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.7616968,2025-05-28T20:09:02.762699,0.016775131225585938,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.778471,2025-05-28T20:09:02.779455,0.01677417755126953,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.7952511,2025-05-28T20:09:02.796480,0.01678013801574707,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.8120277,2025-05-28T20:09:02.813145,0.016776561737060547,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.8288035,2025-05-28T20:09:02.829801,0.016775846481323242,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.8455784,2025-05-28T20:09:02.846630,0.016774892807006836,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.8623512,2025-05-28T20:09:02.863352,0.016772747039794922,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.8791232,2025-05-28T20:09:02.880115,0.016772031784057617,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.8959038,2025-05-28T20:09:02.897155,0.016780614852905273,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.9126887,2025-05-28T20:09:02.913930,0.0167849063873291,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.9294627,2025-05-28T20:09:02.930492,0.01677393913269043,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.9462357,2025-05-28T20:09:02.947330,0.016772985458374023,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.9630077,2025-05-28T20:09:02.964024,0.016772031784057617,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.9797795,2025-05-28T20:09:02.980836,0.016771793365478516,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480942.996556,2025-05-28T20:09:02.997777,0.016776561737060547,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.0133383,2025-05-28T20:09:03.014559,0.016782283782958984,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.0301125,2025-05-28T20:09:03.031172,0.01677417755126953,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.0468912,2025-05-28T20:09:03.048039,0.01677870750427246,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.063708,2025-05-28T20:09:03.064807,0.01681685447692871,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.0804844,2025-05-28T20:09:03.081488,0.016776323318481445,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.0972617,2025-05-28T20:09:03.098446,0.01677727699279785,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.1140356,2025-05-28T20:09:03.115087,0.01677393913269043,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.1308115,2025-05-28T20:09:03.131782,0.016775846481323242,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.1475859,2025-05-28T20:09:03.148660,0.016774415969848633,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.164358,2025-05-28T20:09:03.165357,0.016772031784057617,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.1811318,2025-05-28T20:09:03.182130,0.01677393913269043,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.197912,2025-05-28T20:09:03.199115,0.01678013801574707,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.2146862,2025-05-28T20:09:03.215743,0.01677417755126953,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.2314608,2025-05-28T20:09:03.232451,0.016774654388427734,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.2482343,2025-05-28T20:09:03.249360,0.016773462295532227,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.2650244,2025-05-28T20:09:03.266278,0.016790151596069336,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.281802,2025-05-28T20:09:03.282824,0.016777515411376953,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.2985818,2025-05-28T20:09:03.299816,0.01677989959716797,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.315355,2025-05-28T20:09:03.316450,0.016773223876953125,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.3321278,2025-05-28T20:09:03.333194,0.016772747039794922,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.348902,2025-05-28T20:09:03.349970,0.01677417755126953,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.365678,2025-05-28T20:09:03.366747,0.016776084899902344,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.3824594,2025-05-28T20:09:03.383719,0.016781330108642578,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.3992472,2025-05-28T20:09:03.400485,0.01678776741027832,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.4160206,2025-05-28T20:09:03.417140,0.016773462295532227,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.4327927,2025-05-28T20:09:03.433789,0.016772031784057617,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.4495676,2025-05-28T20:09:03.450685,0.016774892807006836,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.4663386,2025-05-28T20:09:03.467352,0.01677107810974121,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.4831107,2025-05-28T20:09:03.484165,0.016772031784057617,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.4998894,2025-05-28T20:09:03.501174,0.01677870750427246,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.5166645,2025-05-28T20:09:03.517762,0.016775131225585938,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.5334396,2025-05-28T20:09:03.534445,0.016775131225585938,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.5502248,2025-05-28T20:09:03.551486,0.016785144805908203,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.5669985,2025-05-28T20:09:03.568078,0.016773700714111328,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.5837698,2025-05-28T20:09:03.584836,0.016771316528320312,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.6005511,2025-05-28T20:09:03.601746,0.016781330108642578,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.617324,2025-05-28T20:09:03.618403,0.016772985458374023,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.6340997,2025-05-28T20:09:03.635147,0.01677560806274414,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.6508732,2025-05-28T20:09:03.651973,0.016773462295532227,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.6676457,2025-05-28T20:09:03.668666,0.01677250862121582,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.684423,2025-05-28T20:09:03.685410,0.01677727699279785,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.7012448,2025-05-28T20:09:03.702446,0.016821861267089844,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.7180266,2025-05-28T20:09:03.719284,0.01678180694580078,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.7348008,2025-05-28T20:09:03.735862,0.01677417755126953,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.7515755,2025-05-28T20:09:03.752667,0.016774654388427734,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.7683454,2025-05-28T20:09:03.769379,0.016769886016845703,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.785121,2025-05-28T20:09:03.786099,0.01677560806274414,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.8019006,2025-05-28T20:09:03.803092,0.016779661178588867,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.8186753,2025-05-28T20:09:03.819751,0.016774654388427734,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.8354487,2025-05-28T20:09:03.836522,0.016773462295532227,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.8522258,2025-05-28T20:09:03.853284,0.01677703857421875,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.8689942,2025-05-28T20:09:03.870012,0.016768455505371094,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.8857687,2025-05-28T20:09:03.886730,0.016774415969848633,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.9025555,2025-05-28T20:09:03.903806,0.016786813735961914,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.919345,2025-05-28T20:09:03.920608,0.01678943634033203,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.9361203,2025-05-28T20:09:03.937245,0.01677536964416504,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.9528933,2025-05-28T20:09:03.954004,0.016772985458374023,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.9696662,2025-05-28T20:09:03.970694,0.016772985458374023,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480943.986442,2025-05-28T20:09:03.987411,0.016775846481323242,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
1748480944.0032208,2025-05-28T20:09:04.004485,0.01677870750427246,ENGINE_OFF,0,0.0,0.0,0.0,0.7,0.7,0,False,False,False,None,False,None,False,False,None,False,0.0,0.0,False,0.0,0.0,0.0,False,False,False
